#name: S.pombe, PaxDB integrated dataset
#score: 11.8
#weight: 
#description: integrated dataset: weighted average of 'Marguerat,Cell,2012' (weighting 100%), 'Mancuso,J-Proteomics,2012' (weighting 60%)<br/><b>Interaction consistency score</b>: 11.8&nbsp<b>Coverage</b>: 72%
#organ: WHOLE_ORGANISM
#integrated: true
#
#internal_id	string_external_id	abundance
#
194205	4896.SPAC1002.02-1	18.5515572386241
194206	4896.SPAC1002.03c-1	91.3376879281206
194207	4896.SPAC1002.04c-1	12.5522189772494
194210	4896.SPAC1002.07c-1	36.6177159056857
194212	4896.SPAC1002.09c-1	760.665079195019
194214	4896.SPAC1002.11-1	6.58471013037468
194215	4896.SPAC1002.12c-1	90.6219601387457
194216	4896.SPAC1002.13c-1	342.08593551154
194218	4896.SPAC1002.15c-1	58.2986109693722
194220	4896.SPAC1002.17c-1	323.738887732625
194221	4896.SPAC1002.18-1	200.039493793389
194222	4896.SPAC1002.19-1	293.691868674787
194224	4896.SPAC1006.01-1	254.409833753738
194226	4896.SPAC1006.03c-1	33.0042816214359
194228	4896.SPAC1006.05c-1	70.4552047918716
194229	4896.SPAC1006.06-1	2.76481868918112
194230	4896.SPAC1006.07-1	3129.46838939563
194232	4896.SPAC1006.09-1	12.4133993261244
194233	4896.SPAC1039.01-1	51.1147121104975
194234	4896.SPAC1039.02-1	535.587120031224
194235	4896.SPAC1039.03-1	41.2302321081855
194236	4896.SPAC1039.04-1	10.237858843187
194237	4896.SPAC1039.05c-1	11.4205386116245
194238	4896.SPAC1039.06-1	170.943704717492
194239	4896.SPAC1039.07c-1	32.1417044877485
194241	4896.SPAC1039.09-1	73.9876187481214
194242	4896.SPAC1039.10-1	423.862547419355
194245	4896.SPAC105.02c-1	362.806978524658
194247	4896.SPAC1071.01c-1	25.0619022823113
194248	4896.SPAC1071.02-1	17.8156467068116
194250	4896.SPAC1071.04c-1	26.3978696174987
194251	4896.SPAC1071.05-1	14.1520087551243
194252	4896.SPAC1071.06-1	58.2575220888097
194256	4896.SPAC1071.10c-1	1871.05313841979
194257	4896.SPAC1071.11-1	19.1003252808741
194258	4896.SPAC1071.12c-1	33.3540248712727
194260	4896.SPAC1093.02-1	204.977474499197
194262	4896.SPAC1093.04c-1	20.600865157124
194263	4896.SPAC1093.05-1	27.0109475450612
194264	4896.SPAC1093.06c-1	3.72642870580607
194265	4896.SPAC10F6.01c-1	670.647432637017
194266	4896.SPAC10F6.02c-1	23.0094114223114
194267	4896.SPAC10F6.03c-1	324.377012195068
194268	4896.SPAC10F6.04-1	21.504892869249
194269	4896.SPAC10F6.05c-1	35.3300714088733
194270	4896.SPAC10F6.06-1	2956.44970872568
194272	4896.SPAC10F6.08c-1	30.950850346936
194273	4896.SPAC10F6.09c-1	17.4897569058117
194274	4896.SPAC10F6.10-1	4.67762182312478
194275	4896.SPAC10F6.11c-1	18.2888198895616
194276	4896.SPAC10F6.12c-1	12.9958776119994
194277	4896.SPAC10F6.13c-1	694.024774067244
194278	4896.SPAC10F6.14c-1	10.339857648812
194280	4896.SPAC10F6.16-1	119.434669564994
194281	4896.SPAC10F6.17c-1	80.9717234177008
194282	4896.SPAC110.01-1	5.12750166163725
194283	4896.SPAC110.02-1	5.93401562201846
194284	4896.SPAC110.03-1	394.567657719735
194285	4896.SPAC110.04c-1	1469.50563856079
194286	4896.SPAC1142.01-1	21.5182756913115
194287	4896.SPAC1142.02c-1	691.838714326881
194288	4896.SPAC1142.03c-1	26.1386769078737
194289	4896.SPAC1142.04-1	30.751988845686
194291	4896.SPAC1142.06-1	439.006316343988
194292	4896.SPAC1142.07c-1	98.4033115762453
194295	4896.SPAC11D3.01c-1	136.671744323118
194296	4896.SPAC11D3.02c-1	174.112689513405
194297	4896.SPAC11D3.03c-1	36.6551878073107
194298	4896.SPAC11D3.04c-1	176.16095048149
194301	4896.SPAC11D3.07c-1	1.75640496528742
194303	4896.SPAC11D3.09-1	36.3585231959983
194306	4896.SPAC11D3.14c-1	29.2071048078736
194307	4896.SPAC11D3.15-1	152.467380640618
194308	4896.SPAC11D3.16c-1	37.9153432643107
194310	4896.SPAC11D3.18c-1	41.272840119873
194311	4896.SPAC11E3.01c-1	1.71813732827492
194312	4896.SPAC11E3.02c-1	3.19234559794985
194313	4896.SPAC11E3.03-1	1.44751496521243
194314	4896.SPAC11E3.04c-1	233.398152130614
194315	4896.SPAC11E3.05-1	5.1379909005185
194317	4896.SPAC11E3.07-1	511.755112861626
194321	4896.SPAC11E3.11c-1	20.564116651249
194323	4896.SPAC11E3.13c-1	180.222196071241
194324	4896.SPAC11E3.14-1	20.920389075249
194325	4896.SPAC11E3.15-1	1713.23466853678
194327	4896.SPAC11G7.02-1	85.0005238349959
194328	4896.SPAC11G7.03-1	355.85157033386
194332	4896.SPAC11H11.01-1	4.63631592381853
194334	4896.SPAC11H11.03c-1	29.6851247424361
194337	4896.SPAC11H11.06-1	230.480088697046
194338	4896.SPAC1250.01-1	31.4449296678735
194340	4896.SPAC1250.03-1	91.0464487849956
194341	4896.SPAC1250.04c-1	6.96029722181217
194342	4896.SPAC1250.05-1	754.330331007822
194344	4896.SPAC1296.01c-1	26.0580906174362
194345	4896.SPAC1296.02-1	1104.43221046102
194348	4896.SPAC1296.05c-1	42.7977584340604
194349	4896.SPAC1296.06-1	8.3659275710621
194350	4896.SPAC12B10.01c-1	9.10263383824956
194351	4896.SPAC12B10.02c-1	101.37827674062
194352	4896.SPAC12B10.03-1	27.6213489081862
194353	4896.SPAC12B10.04-1	16.4258587251867
194354	4896.SPAC12B10.05-1	24.7005660878113
194355	4896.SPAC12B10.06c-1	13.8910075559993
194356	4896.SPAC12B10.07-1	231.527203599205
194358	4896.SPAC12B10.09-1	13.8239487667493
194362	4896.SPAC12B10.13-1	27.9544726670612
194364	4896.SPAC12B10.15c-1	28.8979254494986
194365	4896.SPAC12B10.16c-1	85.8439309806209
194366	4896.SPAC12G12.01c-1	14.1248090736243
194367	4896.SPAC12G12.02-1	30.4713112812485
194368	4896.SPAC12G12.03-1	80.5978647499961
194369	4896.SPAC12G12.04-1	2247.43343567974
194370	4896.SPAC12G12.05c-1	117.845875402494
194371	4896.SPAC12G12.06c-1	123.716955591244
194372	4896.SPAC12G12.07c-1	495.081066940085
194373	4896.SPAC12G12.08-1	62.239888223247
194374	4896.SPAC12G12.09-1	19.5349414683741
194376	4896.SPAC12G12.11c-1	31.883669211311
194377	4896.SPAC12G12.12-1	96.3269486549954
194378	4896.SPAC12G12.13c-1	7.97051943512462
194379	4896.SPAC12G12.14c-1	3.52329916945608
194380	4896.SPAC12G12.15-1	11.5347628059994
194382	4896.SPAC1327.01c-1	32.9691245863109
194383	4896.SPAC139.01c-1	43.5282434974354
194384	4896.SPAC139.02c-1	234.204376732489
194386	4896.SPAC139.04c-1	5.03823462180601
194388	4896.SPAC139.06-1	92.0818451718706
194390	4896.SPAC1399.02-1	0.798918304637461
194391	4896.SPAC1399.03-1	173.956648160617
194393	4896.SPAC1399.05c-1	4.31042612280604
194394	4896.SPAC13A11.01c-1	78.0342224281213
194395	4896.SPAC13A11.02c-1	307.314529929897
194397	4896.SPAC13A11.04c-1	6.2602671209372
194398	4896.SPAC13A11.05-1	244.230389136525
194400	4896.SPAC13C5.01c-1	321.764684862512
