From	To
4896.SPAC23H3.02c-1	Q9UTB8
4896.SPAC23H3.05c-1	O42858
4896.SPAC23H3.06-1	O13939
4896.SPAC23H3.07c-1	O42859
4896.SPAC23H3.09c-1	O13940
4896.SPAC23H3.10-1	O14470
4896.SPAC23H3.12c-1	O13942
4896.SPAC23H3.13c-1	Q04665
4896.SPAC23H3.15c-1	P78890
4896.SPAC23H4.01c-1	O13944
4896.SPAC23H4.02-1	O13945
4896.SPAC23H4.03c-1	O13946
4896.SPAC23H4.06-1	Q09179
4896.SPAC23H4.07c-1	O13950
4896.SPAC23H4.09-1	Q09184
4896.SPAC23H4.10c-1	P40386
4896.SPAC23H4.12-1	O13953
4896.SPAC23H4.14-1	O13955
4896.SPAC23H4.15-1	O13956
4896.SPAC23H4.17c-1	O13958
4896.SPAC23H4.18c-1	O13959
4896.SPAC24B11.05-1	Q09893
4896.SPAC24B11.06c-1	Q09892
4896.SPAC24B11.08c-1	Q09895
4896.SPAC24B11.09-1	Q09896
4896.SPAC24B11.10c-1	Q09897
4896.SPAC24B11.11c-1	Q09898
4896.SPAC24B11.13-1	Q09899
4896.SPAC24C9.02c-1	O13962
4896.SPAC24C9.03-1	O13963
4896.SPAC24C9.06c-1	O13966
4896.SPAC24C9.08-1	O13968
4896.SPAC24C9.09-1	O13969
4896.SPAC24C9.10c-1	O13970
4896.SPAC24C9.11-1	O13971
4896.SPAC24C9.12c-1	O13972
4896.SPAC24C9.13c-1	O13973
4896.SPAC24C9.14-1	O13974
4896.SPAC24H6.03-1	Q09760
4896.SPAC24H6.04-1	Q09756
4896.SPAC24H6.08-1	Q09762
4896.SPAC24H6.09-1	Q09763
4896.SPAC24H6.10c-1	Q09755
4896.SPAC24H6.11c-1	Q09764
4896.SPAC24H6.12c-1	Q09765
4896.SPAC24H6.13-1	Q09766
4896.SPAC25A8.01c-1	O42861
4896.SPAC25B8.01-1	O13995
4896.SPAC25B8.02-1	Q9UTB6
4896.SPAC25B8.03-1	Q9UTB5
4896.SPAC25B8.04c-1	Q9UTB4
4896.SPAC25B8.05-1	Q9UTB3
4896.SPAC25B8.06c-1	Q9UTB2
4896.SPAC25B8.08-1	Q9UTB0
4896.SPAC25B8.10-1	Q9UTA8
4896.SPAC25B8.11-1	Q9UTA7
4896.SPAC25B8.12c-1	Q9UTA6
4896.SPAC25B8.15c-1	Q9UTA5
4896.SPAC25B8.16-1	Q9UTA4
4896.SPAC25B8.17-1	Q9UTA3
4896.SPAC25B8.18-1	Q9UTA2
4896.SPAC25B8.19c-1	Q9UTA1
4896.SPAC25G10.01-1	Q10422
4896.SPAC25G10.05c-1	P40373
4896.SPAC25G10.07c-1	P24339
4896.SPAC25G10.08-1	Q10425
4896.SPAC25G10.09c-1	Q10172
4896.SPAC25H1.05-1	O13980
4896.SPAC25H1.06-1	Q9Y825
4896.SPAC25H1.07-1	O13981
4896.SPAC25H1.08c-1	O13982
4896.SPAC26A3.01-1	P32834
4896.SPAC26A3.05-1	Q10161
4896.SPAC26A3.06-1	Q10162
4896.SPAC26A3.08-1	Q10163
4896.SPAC26A3.09c-1	Q10164
4896.SPAC26A3.10-1	Q10165
4896.SPAC26A3.11-1	Q10166
4896.SPAC26A3.12c-1	P40848
4896.SPAC26A3.15c-1	Q10168
4896.SPAC26A3.16-1	Q10169
4896.SPAC26A3.17c-1	Q10170
4896.SPAC26F1.01-1	Q10491
4896.SPAC26F1.03-1	Q10489
4896.SPAC26F1.04c-1	Q10488
4896.SPAC26F1.06-1	P36623
4896.SPAC26F1.07-1	Q10494
4896.SPAC26F1.09-1	Q10496
4896.SPAC26F1.10c-1	P27574
4896.SPAC26F1.12c-1	Q10498
4896.SPAC26F1.13c-1	Q10490
4896.SPAC26F1.14c-1	Q10499
4896.SPAC26H5.02c-1	O13984
4896.SPAC26H5.03-1	O13985
4896.SPAC26H5.04-1	O13986
4896.SPAC26H5.05-1	O13987
4896.SPAC26H5.07c-1	O13989
4896.SPAC26H5.08c-1	O13990
4896.SPAC26H5.09c-1	O13991
4896.SPAC26H5.11-1	O13992
4896.SPAC26H5.12-1	O13993
4896.SPAC27D7.04-1	O42658
4896.SPAC27D7.06-1	P78790
4896.SPAC27D7.07c-1	O42661
4896.SPAC27D7.09c-1	O42663
4896.SPAC27D7.11c-1	O42665
4896.SPAC27D7.14c-1	O42668
4896.SPAC27E2.02-1	O13997
4896.SPAC27E2.03c-1	O13998
4896.SPAC27E2.05-1	P87324
4896.SPAC27E2.06c-1	O14000
4896.SPAC27E2.07-1	O14001
4896.SPAC27E2.09-1	O14002
4896.SPAC27E2.10c-1	O14003
4896.SPAC27F1.02c-1	Q02088
4896.SPAC27F1.03c-1	Q10171
4896.SPAC27F1.06c-1	Q10175
4896.SPAC27F1.07-1	Q10176
4896.SPAC27F1.08-1	Q10177
4896.SPAC27F1.09c-1	Q10178
4896.SPAC29A4.02c-1	P40921
4896.SPAC29A4.03c-1	O14006
4896.SPAC29A4.04c-1	O14007
4896.SPAC29A4.05-1	O14008
4896.SPAC29A4.08c-1	O14011
4896.SPAC29A4.09-1	O14012
4896.SPAC29A4.11-1	O14014
4896.SPAC29A4.12c-1	O14015
4896.SPAC29A4.15-1	O14018
4896.SPAC29A4.16-1	O14019
4896.SPAC29A4.18-1	O14021
4896.SPAC29A4.20-1	O14023
4896.SPAC29B12.01-1	O14148
4896.SPAC29B12.02c-1	O14026
4896.SPAC29B12.03-1	Q10585
4896.SPAC29B12.04-1	O14027
4896.SPAC29B12.06c-1	Q92368
4896.SPAC29B12.07-1	O14029
4896.SPAC29B12.08-1	O14030
4896.SPAC29B12.10c-1	O14031
4896.SPAC29B12.11c-1	O14032
4896.SPAC29B12.13-1	O14034
4896.SPAC29B12.14c-1	O14035
4896.SPAC29E6.02-1	Q09856
4896.SPAC29E6.03c-1	Q09857
4896.SPAC29E6.05c-1	Q09859
4896.SPAC29E6.06c-1	Q09860
4896.SPAC29E6.10c-1	Q09863
4896.SPAC2C4.03c-1	O14036
4896.SPAC2C4.05-1	O14038
4896.SPAC2C4.06c-1	O14039
4896.SPAC2C4.07c-1	O14040
4896.SPAC2C4.10c-1	O14043
4896.SPAC2C4.11c-1	O14044
4896.SPAC2C4.12c-1	O14045
4896.SPAC2C4.13-1	O14046
4896.SPAC2C4.14c-1	O14047
4896.SPAC2C4.15c-1	O14048
4896.SPAC2C4.17c-1	O14050
4896.SPAC2E12.02-1	Q02953
4896.SPAC2E1P3.01-1	Q9P7F4
4896.SPAC2E1P3.04-1	Q9P7F2
4896.SPAC2E1P5.01c-1	Q9P7C3
4896.SPAC2E1P5.03-1	Q9P7C1
4896.SPAC2E1P5.04c-1	P32434
4896.SPAC2E1P5.05-1	Q9P7C0
4896.SPAC2F3.03c-1	O14086
4896.SPAC2F3.04c-1	O14087
4896.SPAC2F3.05c-1	O14088
4896.SPAC2F3.06c-1	O14089
4896.SPAC2F3.08-1	O14091
4896.SPAC2F3.09-1	O14092
4896.SPAC2F3.10-1	O14093
4896.SPAC2F3.11-1	O14094
4896.SPAC2F3.12c-1	O14095
4896.SPAC2F3.15-1	O14098
4896.SPAC2F3.16-1	O14099
4896.SPAC2F3.17c-1	Q9UUI1
4896.SPAC2F7.02c-1	Q09695
4896.SPAC2F7.03c-1	Q09690
4896.SPAC2F7.04-1	Q09696
4896.SPAC2F7.05c-1	Q09689
4896.SPAC2F7.06c-1	Q09693
4896.SPAC2F7.07c-1	Q09698
4896.SPAC2F7.10-1	Q09701
4896.SPAC2F7.11-1	Q09702
4896.SPAC2F7.13c-1	Q09692
4896.SPAC2F7.14c-1	Q09704
4896.SPAC2F7.15-1	Q09705
4896.SPAC2F7.16c-1	Q09706
4896.SPAC2G11.02-1	Q09804
4896.SPAC2G11.03c-1	Q09805
4896.SPAC2G11.05c-1	Q09807
4896.SPAC2G11.06-1	Q09803
4896.SPAC2G11.07c-1	Q09173
4896.SPAC2G11.08c-1	Q09808
4896.SPAC2G11.09-1	Q09809
4896.SPAC2G11.10c-1	Q09810
4896.SPAC2G11.11c-1	Q03319
4896.SPAC2G11.13-1	Q09812
4896.SPAC2G11.14-1	Q09813
4896.SPAC2G11.15c-1	Q09814
4896.SPAC2H10.02c-1	O94393
4896.SPAC30.01c-1	Q9P7V5
4896.SPAC30.02c-1	Q9P7V4
4896.SPAC30.04c-1	Q9P7V2
4896.SPAC30C2.02-1	Q9P6K9
4896.SPAC30C2.04-1	Q9P6K7
4896.SPAC30C2.05-1	Q9P6K6
4896.SPAC30D11.01c-1	Q09901
4896.SPAC30D11.03-1	Q09903
4896.SPAC30D11.04c-1	Q09904
4896.SPAC30D11.05-1	Q09905
4896.SPAC30D11.08c-1	Q09908
4896.SPAC30D11.09-1	Q09909
4896.SPAC30D11.10-1	P36592
4896.SPAC30D11.11-1	Q09910
4896.SPAC30D11.12-1	Q09900
4896.SPAC30D11.13-1	P40984
4896.SPAC31A2.02-1	Q09723
4896.SPAC31A2.03-1	Q09724
4896.SPAC31A2.04c-1	Q09720
4896.SPAC31A2.06-1	Q09726
4896.SPAC31A2.07c-1	Q09719
4896.SPAC31A2.09c-1	Q09718
4896.SPAC31A2.11c-1	Q09728
4896.SPAC31A2.12-1	Q09729
4896.SPAC31A2.13c-1	Q09730
4896.SPAC31A2.14-1	Q09731
4896.SPAC31A2.16-1	Q09733
4896.SPAC31F12.01-1	O14100
4896.SPAC31G5.01-1	O14102
4896.SPAC31G5.02-1	O14103
4896.SPAC31G5.03-1	P79013
4896.SPAC31G5.04-1	O14104
4896.SPAC31G5.05c-1	O14105
4896.SPAC31G5.08-1	P87214
4896.SPAC31G5.11-1	Q10294
4896.SPAC31G5.13-1	P41878
4896.SPAC31G5.14-1	O14110
4896.SPAC31G5.15-1	O14111
4896.SPAC31G5.16c-1	O14466
4896.SPAC31G5.19-1	O14114
4896.SPAC323.01c-1	Q9UT98
4896.SPAC323.02c-1	Q9UT97
4896.SPAC323.04-1	Q9UT95
4896.SPAC323.05c-1	Q9UT94
4896.SPAC323.06c-1	Q9UT93
4896.SPAC328.01c-1	O14116
4896.SPAC328.02-1	Q9P3U4
4896.SPAC328.03-1	P40387
4896.SPAC328.04-1	Q9P3U2
4896.SPAC328.05-1	Q9P3U1
4896.SPAC328.06-1	Q9P3U0
4896.SPAC328.09-1	Q9P3T7
4896.SPAC32A11.02c-1	Q10327
4896.SPAC32A11.03c-1	Q10328
4896.SPAC32A11.04c-1	P56329
4896.SPAC343.01c-1	Q9UT88
4896.SPAC343.02-1	Q9UT87
4896.SPAC343.04c-1	Q9UT85
4896.SPAC343.05-1	P31406
4896.SPAC343.06c-1	Q9UT84
4896.SPAC343.08c-1	Q9UT82
4896.SPAC343.09-1	Q9UT81
4896.SPAC343.10-1	O74927
4896.SPAC343.11c-1	Q9UT79
4896.SPAC343.12-1	P53693
4896.SPAC343.13-1	Q9UT77
4896.SPAC343.14c-1	Q9UT76
4896.SPAC343.16-1	Q9UT74
4896.SPAC343.17c-1	Q9UT73
4896.SPAC343.19-1	Q9UT42
4896.SPAC3A11.06-1	O14120
4896.SPAC3A11.07-1	O14121
4896.SPAC3A11.08-1	O14122
4896.SPAC3A11.10c-1	O14124
4896.SPAC3A11.11c-1	O14125
4896.SPAC3A11.12c-1	O14126
4896.SPAC3A11.13-1	O14450
4896.SPAC3A12.02-1	P87118
4896.SPAC3A12.04c-1	P87120
4896.SPAC3A12.05c-1	P87121
4896.SPAC3A12.07-1	P87123
4896.SPAC3A12.09c-1	P87125
4896.SPAC3A12.10-1	P05732
4896.SPAC3A12.11c-1	P87126
4896.SPAC3A12.12-1	P87127
4896.SPAC3A12.13c-1	P87128
4896.SPAC3A12.14-1	P05933
4896.SPAC3A12.15-1	P87129
4896.SPAC3A12.17c-1	P87131
4896.SPAC3A12.18-1	O00091
4896.SPAC3C7.01c-1	O14127
4896.SPAC3C7.02c-1	O14128
4896.SPAC3C7.04-1	O14130
4896.SPAC3C7.05c-1	O14131
4896.SPAC3C7.06c-1	O14132
4896.SPAC3C7.07c-1	O14133
4896.SPAC3C7.08c-1	O14134
4896.SPAC3C7.10-1	O14136
4896.SPAC3C7.11c-1	P36581
4896.SPAC3C7.12-1	P79065
4896.SPAC3C7.13c-1	O14137
4896.SPAC3C7.14c-1	P30821
4896.SPAC3F10.03-1	Q10179
4896.SPAC3F10.04-1	P35669
4896.SPAC3F10.08c-1	Q10183
4896.SPAC3F10.09-1	Q10184
4896.SPAC3F10.11c-1	Q10185
4896.SPAC3F10.13-1	Q10187
4896.SPAC3F10.15c-1	Q10189
4896.SPAC3F10.16c-1	Q10190
4896.SPAC3F10.17-1	Q10191
4896.SPAC3G6.01-1	O14139
4896.SPAC3G6.03c-1	O14141
4896.SPAC3G6.04-1	Q09100
4896.SPAC3G6.05-1	O14142
4896.SPAC3G6.06c-1	P39750
4896.SPAC3G6.08-1	O14144
4896.SPAC3G6.09c-1	O14145
4896.SPAC3G6.10c-1	O14146
4896.SPAC3G9.04-1	O42868
4896.SPAC3G9.05-1	O42869
4896.SPAC3G9.06-1	O42870
4896.SPAC3G9.09c-1	P56286
4896.SPAC3G9.10c-1	O42872
4896.SPAC3G9.11c-1	O42873
4896.SPAC3G9.12-1	O42874
4896.SPAC3G9.14-1	P48383
4896.SPAC3G9.15c-1	O42877
4896.SPAC3G9.16c-1	Q9UT70
4896.SPAC3H1.01c-1	Q10067
4896.SPAC3H1.03-1	Q10069
4896.SPAC3H1.05-1	Q10071
4896.SPAC3H1.07-1	Q10066
4896.SPAC3H1.09c-1	Q10074
4896.SPAC3H5.04-1	Q6LA53
4896.SPAC3H5.06c-1	P28040
4896.SPAC3H5.07-1	P25457
4896.SPAC3H5.09c-1	Q6LA55
4896.SPAC3H8.03-1	Q10139
4896.SPAC3H8.06-1	Q10142
4896.SPAC3H8.07c-1	Q10143
4896.SPAC3H8.10-1	Q10137
4896.SPAC458.02c-1	Q9P3W6
4896.SPAC458.03-1	Q9P3W5
4896.SPAC458.06-1	Q9P3W2
4896.SPAC458.07-1	Q9P3W1
4896.SPAC4A8.02c-1	O14155
4896.SPAC4A8.03c-1	O14156
4896.SPAC4A8.04-1	P40903
4896.SPAC4A8.05c-1	O14157
4896.SPAC4A8.07c-1	O14159
4896.SPAC4A8.08c-1	O14160
4896.SPAC4A8.09c-1	O14161
4896.SPAC4A8.11c-1	Q10289
4896.SPAC4A8.12c-1	P22194
4896.SPAC4A8.13c-1	P30655
4896.SPAC4A8.14-1	P41831
4896.SPAC4A8.15c-1	P39825
4896.SPAC4A8.16c-1	O14164
4896.SPAC4C5.02c-1	P17608
4896.SPAC4C5.03-1	O14166
4896.SPAC4C5.04-1	P79064
4896.SPAC4D7.01c-1	Q9UT02
4896.SPAC4D7.02c-1	O14169
4896.SPAC4D7.04c-1	O14171
4896.SPAC4D7.05-1	P79083
4896.SPAC4D7.06c-1	O14172
4896.SPAC4D7.08c-1	P41390
4896.SPAC4D7.09-1	P56288
4896.SPAC4D7.10c-1	O14174
4896.SPAC4D7.12c-1	O14443
4896.SPAC4D7.13-1	O14176
4896.SPAC4F10.02-1	O36014
4896.SPAC4F10.03c-1	O36015
4896.SPAC4F10.04-1	O36016
4896.SPAC4F10.05c-1	O36017
4896.SPAC4F10.06-1	O36018
4896.SPAC4F10.07c-1	O36019
4896.SPAC4F10.09c-1	O36021
4896.SPAC4F10.10c-1	O36022
4896.SPAC4F10.11-1	O36023
4896.SPAC4F10.13c-1	O36025
4896.SPAC4F10.14c-1	Q92371
4896.SPAC4F10.15c-1	O36027
4896.SPAC4F10.18-1	O36030
4896.SPAC4F10.19c-1	O36031
4896.SPAC4F10.20-1	O36032
4896.SPAC4F8.01-1	O14177
4896.SPAC4F8.02c-1	O14178
4896.SPAC4F8.03-1	O14179
4896.SPAC4F8.04-1	O14180
4896.SPAC4F8.05c-1	O14181
4896.SPAC4F8.06-1	O14182
4896.SPAC4F8.07c-1	P50521
4896.SPAC4F8.10c-1	O14185
4896.SPAC4F8.12c-1	O14187
4896.SPAC4F8.13c-1	O14188
4896.SPAC4F8.14c-1	P54874
4896.SPAC4G8.02c-1	Q09827
4896.SPAC4G8.06c-1	Q09832
4896.SPAC4G8.07c-1	Q09833
4896.SPAC4G8.09-1	Q09828
4896.SPAC4G8.10-1	Q09835
4896.SPAC4G8.11c-1	Q09836
4896.SPAC4G8.13c-1	Q09838
4896.SPAC4G9.02-1	Q10236
4896.SPAC4G9.03-1	P33075
4896.SPAC4G9.04c-1	Q10237
4896.SPAC4G9.08c-1	Q10233
4896.SPAC4G9.09c-1	P31318
4896.SPAC4G9.10-1	P31317
4896.SPAC4G9.11c-1	Q10241
4896.SPAC4G9.12-1	Q10242
4896.SPAC4G9.13c-1	Q10243
4896.SPAC4G9.15-1	Q10245
4896.SPAC4G9.17c-1	Q10234
4896.SPAC4G9.20c-1	Q10248
4896.SPAC4H3.01-1	Q10209
4896.SPAC4H3.03c-1	Q10211
4896.SPAC4H3.04c-1	Q10212
4896.SPAC4H3.05-1	Q10213
4896.SPAC4H3.07c-1	Q10215
4896.SPAC4H3.09-1	Q10217
4896.SPAC4H3.10c-1	Q10208
4896.SPAC4H3.11c-1	Q10218
4896.SPAC4H3.13-1	Q10220
4896.SPAC4H3.14c-1	Q10221
4896.SPAC513.02-1	Q9UT63
4896.SPAC513.05-1	Q9UT61
4896.SPAC513.06c-1	Q9UT60
4896.SPAC513.07-1	Q9UT59
4896.SPAC521.03-1	Q9P7B4
4896.SPAC521.04c-1	Q9P7B3
4896.SPAC521.05-1	Q9P7B2
4896.SPAC56E4.02c-1	O14190
4896.SPAC56E4.03-1	O14192
4896.SPAC56E4.04c-1	P78820
4896.SPAC56E4.06c-1	O14194
4896.SPAC56E4.07-1	O14195
4896.SPAC56F8.03-1	Q10251
4896.SPAC56F8.04c-1	Q10252
4896.SPAC56F8.05c-1	Q10253
4896.SPAC56F8.08-1	Q10256
4896.SPAC56F8.09-1	Q10257
4896.SPAC56F8.10-1	Q10258
4896.SPAC56F8.11-1	Q10259
4896.SPAC56F8.16-1	Q04635
4896.SPAC57A10.02-1	P87050
4896.SPAC57A10.03-1	P87051
4896.SPAC57A10.05c-1	P87053
4896.SPAC57A10.08c-1	P87056
4896.SPAC57A10.09c-1	P87057
4896.SPAC57A10.10c-1	P87058
4896.SPAC57A10.11c-1	P87059
4896.SPAC57A10.12c-1	P32747
4896.SPAC57A10.14-1	Q5FC18
4896.SPAC57A7.04c-1	P31209
4896.SPAC57A7.06-1	P87137
4896.SPAC57A7.07c-1	P87138
4896.SPAC57A7.08-1	P78968
4896.SPAC57A7.10c-1	P87140
4896.SPAC57A7.11-1	P87141
4896.SPAC57A7.12-1	P87142
4896.SPAC589.04-1	Q9HE00
4896.SPAC589.05c-1	Q9HDZ9
4896.SPAC589.06c-1	Q9HDZ8
4896.SPAC589.07c-1	Q9HDZ7
4896.SPAC589.12-1	Q9HDZ2
4896.SPAC5D6.01-1	O14469
4896.SPAC5D6.04-1	O14197
4896.SPAC5D6.06c-1	O14199
4896.SPAC5D6.09c-1	O14201
4896.SPAC5D6.13-1	O14205
4896.SPAC5H10.01-1	Q09674
4896.SPAC5H10.05c-1	Q09677
4896.SPAC5H10.06c-1	Q09669
4896.SPAC5H10.08c-1	Q09673
4896.SPAC5H10.09c-1	Q09672
4896.SPAC5H10.10-1	Q09671
4896.SPAC5H10.12c-1	Q09680
4896.SPAC5H10.13c-1	Q09681
4896.SPAC607.02c-1	Q9US15
4896.SPAC607.03c-1	O74690
4896.SPAC607.04-1	Q9US14
4896.SPAC607.05-1	Q9US13
4896.SPAC607.06c-1	Q9US12
4896.SPAC607.07c-1	Q9US11
4896.SPAC607.08c-1	Q9US10
4896.SPAC607.09c-1	Q9US09
4896.SPAC630.03-1	P32390
4896.SPAC630.04c-1	Q9UUH8
4896.SPAC630.05-1	Q9UUH7
4896.SPAC630.07c-1	Q9UUH5
4896.SPAC630.08c-1	Q9UUH4
4896.SPAC630.09c-1	Q9UUH3
4896.SPAC630.10-1	Q9UUH2
4896.SPAC630.11-1	Q9UUH1
4896.SPAC630.12-1	Q9UUH0
4896.SPAC630.13c-1	Q9UUG9
4896.SPAC630.14c-1	Q9UUG8
4896.SPAC631.01c-1	Q9HGP5
4896.SPAC631.02-1	Q9HGP4
4896.SPAC637.03-1	O94440
4896.SPAC637.05c-1	P31411
4896.SPAC637.06-1	P78817
4896.SPAC637.07-1	O94236
4896.SPAC637.08-1	O94442
4896.SPAC637.09-1	O94443
4896.SPAC637.10c-1	O94444
4896.SPAC637.12c-1	O94446
4896.SPAC637.13c-1	O94447
4896.SPAC644.04-1	Q9P6Q6
4896.SPAC644.05c-1	Q9P6Q5
4896.SPAC644.06c-1	P07334
4896.SPAC644.07-1	Q9P6Q3
4896.SPAC644.08-1	Q9P6Q2
4896.SPAC644.09-1	Q9P6Q1
4896.SPAC644.10-1	Q9P6Q0
4896.SPAC644.11c-1	Q9P6P9
4896.SPAC644.12-1	P39964
4896.SPAC644.14c-1	P36601
4896.SPAC644.16-1	Q9P6P7
4896.SPAC644.17c-1	Q9P6P6
4896.SPAC644.18c-1	Q9P6P5
4896.SPAC664.01c-1	P40381
4896.SPAC664.02c-1	Q9US07
4896.SPAC664.03-1	Q9US06
4896.SPAC664.05-1	O74175
4896.SPAC664.06-1	P17937
4896.SPAC664.08c-1	Q9US05
4896.SPAC664.09-1	Q9US04
4896.SPAC664.10-1	Q9US03
4896.SPAC664.11-1	P22774
4896.SPAC664.12c-1	Q9US02
4896.SPAC664.15-1	Q9P7I3
4896.SPAC683.02c-1	Q9HFF2
4896.SPAC688.03c-1	Q9P6M2
4896.SPAC688.04c-1	Q9P6M1
4896.SPAC688.11-1	Q9P6L5
4896.SPAC688.13-1	P41890
4896.SPAC694.02-1	Q9P7T8
4896.SPAC694.04c-1	Q9P7T6
4896.SPAC694.06c-1	Q9P7T4
4896.SPAC6B12.04c-1	O14209
4896.SPAC6B12.05c-1	O14210
4896.SPAC6B12.07c-1	O14212
4896.SPAC6B12.09-1	O14214
4896.SPAC6B12.10c-1	O14215
4896.SPAC6B12.12-1	O14217
4896.SPAC6B12.15-1	Q10281
4896.SPAC6B12.18-1	A6X972
4896.SPAC6C3.02c-1	Q10307
4896.SPAC6C3.04-1	Q10306
4896.SPAC6C3.06c-1	Q10309
4896.SPAC6C3.08-1	Q10311
4896.SPAC6F12.02-1	P78871
4896.SPAC6F12.03c-1	O14222
4896.SPAC6F12.04-1	O14223
4896.SPAC6F12.05c-1	P41888
4896.SPAC6F12.06-1	O14224
4896.SPAC6F12.07-1	O14225
4896.SPAC6F12.08c-1	O14226
4896.SPAC6F12.10c-1	O14228
4896.SPAC6F12.11c-1	O14229
4896.SPAC6F12.12-1	P78759
4896.SPAC6F12.13c-1	O14230
4896.SPAC6F12.14-1	O94556
4896.SPAC6F12.15c-1	P41889
4896.SPAC6F12.16c-1	O14232
4896.SPAC6F12.17-1	O14233
4896.SPAC6F6.03c-1	O14236
4896.SPAC6F6.05-1	O14238
4896.SPAC6F6.07c-1	P28189
4896.SPAC6F6.08c-1	P36618
4896.SPAC6F6.10c-1	O14241
4896.SPAC6F6.11c-1	O14242
4896.SPAC6F6.12-1	O14243
4896.SPAC6F6.15-1	P36586
4896.SPAC6F6.17-1	Q96UP3
4896.SPAC6G10.02c-1	O14248
4896.SPAC6G10.03c-1	O14249
4896.SPAC6G10.04c-1	O14250
4896.SPAC6G10.05c-1	O14251
4896.SPAC6G10.07-1	O14253
4896.SPAC6G10.08-1	O14254
4896.SPAC6G10.09-1	O14255
4896.SPAC6G9.01c-1	Q92346
4896.SPAC6G9.02c-1	Q92347
4896.SPAC6G9.03c-1	Q92348
4896.SPAC6G9.05-1	Q92350
4896.SPAC6G9.06c-1	Q92351
4896.SPAC6G9.07c-1	Q92352
4896.SPAC6G9.08-1	Q92353
4896.SPAC6G9.10c-1	Q92355
4896.SPAC6G9.11-1	Q92356
4896.SPAC6G9.12-1	Q92357
4896.SPAC6G9.14-1	Q92359
4896.SPAC732.01-1	Q9URZ8
4896.SPAC732.02c-1	Q9URZ7
4896.SPAC767.01c-1	Q9URZ5
4896.SPAC7D4.02c-1	O14259
4896.SPAC7D4.04-1	O14261
4896.SPAC7D4.05-1	O14262
4896.SPAC7D4.06c-1	Q9Y7I4
4896.SPAC7D4.07c-1	O14463
4896.SPAC7D4.10-1	O14265
4896.SPAC7D4.14c-1	O14269
4896.SPAC806.03c-1	Q9UT56
4896.SPAC806.04c-1	Q9UT55
4896.SPAC806.06c-1	Q9UT53
4896.SPAC806.07-1	P49740
4896.SPAC821.05-1	Q9UT48
4896.SPAC821.06-1	Q09116
4896.SPAC821.07c-1	Q9UT46
4896.SPAC821.09-1	Q9UT45
4896.SPAC821.10c-1	P28758
4896.SPAC821.11-1	Q9UT44
4896.SPAC821.12-1	O13310
4896.SPAC821.13c-1	Q9UT43
4896.SPAC823.03-1	Q9P6P3
4896.SPAC823.05c-1	Q9P6P1
4896.SPAC823.06-1	Q9P6P0
4896.SPAC823.08c-1	Q9P6N8
4896.SPAC823.11-1	Q9P6N5
4896.SPAC823.12-1	Q9P6N4
4896.SPAC823.13c-1	Q9P6N3
4896.SPAC823.14-1	Q9P6N2
4896.SPAC823.15-1	P23635
4896.SPAC824.02-1	Q9UT41
4896.SPAC824.04-1	Q9UT39
4896.SPAC824.05-1	Q9UT38
4896.SPAC824.06-1	Q9UT37
4896.SPAC824.07-1	Q9UT36
4896.SPAC824.08-1	Q9UT35
4896.SPAC824.09c-1	Q9UT34
4896.SPAC869.01-1	Q9URY4
4896.SPAC869.02c-1	Q9URY5
4896.SPAC869.03c-1	Q9URY6
4896.SPAC869.04-1	Q9URY7
4896.SPAC869.05c-1	Q9URY8
4896.SPAC869.07c-1	Q9URZ0
4896.SPAC869.10c-1	Q9URZ3
4896.SPAC869.11-1	Q9URZ4
4896.SPAC890.02c-1	Q9URY2
4896.SPAC890.04c-1	Q9URY0
4896.SPAC890.05-1	Q9URX9
4896.SPAC890.06-1	Q9URX8
4896.SPAC890.07c-1	Q9URX7
4896.SPAC890.08-1	Q9URX6
4896.SPAC8C9.03-1	P36600
4896.SPAC8C9.04-1	O14273
4896.SPAC8C9.05-1	O14274
4896.SPAC8C9.07-1	O14276
4896.SPAC8C9.08-1	O14277
4896.SPAC8C9.10c-1	O14279
4896.SPAC8C9.11-1	O14280
4896.SPAC8C9.12c-1	O14281
4896.SPAC8C9.14-1	O14283
4896.SPAC8C9.15c-1	P56287
4896.SPAC8C9.16c-1	O14284
4896.SPAC8C9.17c-1	O14285
4896.SPAC8E11.01c-1	O42878
4896.SPAC8E11.02c-1	P42656
4896.SPAC8E11.04c-1	O42881
4896.SPAC8E11.07c-1	Q9Y703
4896.SPAC8E11.10-1	Q9Y6Z9
4896.SPAC8F11.04-1	Q9UT32
4896.SPAC8F11.07c-1	O75004
4896.SPAC8F11.08c-1	Q9UT29
4896.SPAC8F11.09c-1	Q9UT28
4896.SPAC8F11.10c-1	Q9UT27
4896.SPAC9.02c-1	Q9UT25
4896.SPAC9.03c-1	Q9UT24
4896.SPAC9.05-1	Q9UT23
4896.SPAC9.06c-1	Q9UT22
4896.SPAC9.07c-1	Q9UT21
4896.SPAC9.08c-1	Q9UT20
4896.SPAC9.09-1	Q9UT19
4896.SPAC9.10-1	Q9UT18
4896.SPAC9.11-1	Q9UT17
4896.SPAC9.12c-1	Q9UT16
4896.SPAC9.13c-1	Q9P7C5
4896.SPAC922.03-1	Q9URX3
4896.SPAC922.06-1	Q9URX0
4896.SPAC922.07c-1	Q9URW9
4896.SPAC926.02-1	Q9UUG6
4896.SPAC926.03-1	Q9UUG5
4896.SPAC926.04c-1	P41887
4896.SPAC926.06c-1	Q9UUG2
